id_bien;id_codedep_codecommune;numero_voie;btq;type_voie;nom_voie;surface_carrez;type_local;surface_local;total_piece
4674;77243;4;;RUE;DU DOCTEUR NAUDIER;53,39;Appartement;59;3
4675;77288;1;B;AV;DU GENERAL LECLERC;23,19;Appartement;20;1
4676;77305;7;;RUE;DES CHANGES;34,66;Appartement;29;1
4677;77468;5;;SQ;DE LA ROSERAIE;25,66;Appartement;25;1
4678;77479;1;;RUE;CHARLES FLOQUET;105,73;Appartement;116;4
4679;78123;75;;RUE;DES FLEURS;26,77;Appartement;27;1
4680;78311;48;;RUE;GAMBETTA;64,09;Appartement;65;3
4681;78322;1;;RUE;DE BEUVRON;21,89;Appartement;23;1
4682;78350;19;;RUE;DE LA PRINCESSE;47,65;Appartement;51;2
4683;78367;6;B;CHE;DU PEINTRE RICOIS;83,58;Appartement;83;4
4684;78383;9;;AV;DE TOURAINE;78,97;Appartement;78;4
4685;78397;38;;RUE;HENRI HUSSON;36,74;Appartement;37;1
4686;78418;9;;RUE;DU CLOS DU PARC;24,54;Appartement;24;1
4687;78642;1;;RUE;PAUL DOUMER;26,98;Appartement;27;1
4688;78646;4;;PL;HOCHE;48,44;Appartement;50;2
4689;78646;15;;RUE;PASTEUR;48,17;Appartement;50;2
4690;79191;2;;RUE;PAUL FRANCOIS PROUST;73,40;Appartement;115;3
4691;80021;24;;BD;DU CANGE;15,58;Appartement;20;1
4692;80489;4;D;RUE;ALBERT GAILLARD;54,95;Appartement;54;3
4693;82033;31;;CHE;DE SAINT JEAN DES VIGNES;35,61;Appartement;36;2
4694;83019;160;;AV;DE LA MER;19,79;Appartement;20;1
4695;83062;330;;RUE;ALBERT PIAULT;91,77;Appartement;91;4
4696;83069;7;;RUE;CHARVET;25,88;Appartement;27;1
4697;83090;20;;RUE;NATIONALE;50,33;Appartement;59;3
4698;83126;19;;RUE;ARTHUR RIMBAUD;54,39;Appartement;54;3
4699;83129;32;;AV;DU LAC;28,00;Appartement;27;2
4700;83153;9010;;;LES JARDINS DE PIN ROLLAND;60,70;Appartement;39;2
4701;84007;4;;PL;DES TROIS PILATS;27,68;Appartement;27;1
4702;86034;6;;PL;DU CHAMP DE FOIRE;18,38;Appartement;18;1
4703;86194;1;;PLA;FRANCOISE DOLTO;49,03;Appartement;49;2
4704;89024;4;;RUE;DE BELFORT;55,67;Appartement;55;3
4705;90010;4;;RUE;DE L EST;72,20;Appartement;68;3
4706;91027;4;;RUE;CORVISART;68,37;Appartement;45;3
4707;91044;6;;RUE;DE LONGJUMEAU;64,44;Appartement;62;3
4708;91174;30;;RUE;VIGIER;43,40;Appartement;44;2
4709;91215;9;;RUE;DU BEAU REGARD;60,27;Appartement;62;3
4710;91272;28;;ALL;DE LA BERGERIE;36,00;Appartement;35;1
4711;91272;12;;ALL;DU CHAMPREAU;64,16;Appartement;64;3
4712;91345;113;;RUE;PDT FRANCOIS MITTERRAND;61,39;Appartement;67;4
4713;91377;8;;ALL;JULES GUESDE;79,03;Appartement;79;4
4714;91477;9001;;PARC;D ARDENAY;67,59;Appartement;66;4
4715;91570;27;;RUE;DU FOUR;44,00;Appartement;42;2
4716;91573;7;;RUE;BARON LACAZE;48,80;Appartement;40;2
4717;91600;9;;AV;DE LA LIBERATION;43,34;Appartement;42;2
4718;91691;113;;RUE;CHARLES DE GAULLE;55,50;Appartement;57;4
4719;91691;19;;RUE;DES HAIES;127,89;Maison;98;5
4720;92002;63;;AV;JEAN MONNET;77,49;Appartement;75;3
4721;92004;10;;AV;FLACHAT;40,81;Appartement;41;2
4722;92004;54;;AV;CHEVREUL;136,60;Maison;138;7
4723;92007;17;;AV;HENRI RAVERA;39,69;Appartement;38;2
4724;92012;7;;RUE;BERANGER;21,81;Appartement;21;1
4725;92012;231;;BD;JEAN JAURES;61,30;Appartement;60;3
4726;92012;64;;RUE;DU POINT DU JOUR;29,56;Appartement;26;1
4727;92012;18;;RTE;DE LA REINE;69,82;Appartement;69;2
4728;92014;28;;AV;DU PANORAMA;61,05;Appartement;61;4
4729;92023;6;B;IMP;DE LA TOUR;103,42;Appartement;99;4
4730;92023;14;;RUE;DES MONTS;32,48;Appartement;33;2
4731;92025;9;;RUE;PAUL LECOMTE;35,60;Appartement;35;3
4732;92026;40;;RUE;BAUDIN;52,60;Appartement;49;2
4733;92026;18;;BD;DE LA PAIX;109,32;Appartement;117;4
4734;92026;52;;BD;DE LA PAIX;66,85;Appartement;65;3
4735;92026;160;;RUE;JEAN BAPTISTE CHARCOT;22,26;Appartement;22;1
4736;92026;56;;RUE;D ESTIENNE D ORVES;64,12;Appartement;64;3
4737;92033;19;B;CHE;DES VIGNES;162,93;Maison;172;6
4738;92035;11;;PAS;DES VIGNES;69,25;Appartement;70;3
4739;92035;52;;AV;DU GAL DE GAULLE;33,46;Appartement;36;1
4740;92044;58;;RUE;ARISTIDE BRIAND;76,80;Appartement;101;4
4741;92046;16;;RUE;PAUL BERT;55,62;Appartement;58;3
4742;92050;34;;RUE;SALVADOR ALLENDE;67,26;Appartement;67;3
4743;92062;45;;RUE;MARIUS JACOTOT;88,10;Appartement;90;3
4744;92063;21;;AV;GABRIEL PERI;52,32;Appartement;53;3
4745;93027;21;;RUE;SAINT JUST;32,58;Appartement;31;1
4746;93031;14;;RUE;D ORMESSON;65,53;Appartement;65;3
4747;93048;19;;RUE;DES GRANDES CULTURES;42,33;Appartement;45;2
4748;93055;48;;AV;JEAN JAURES;29,90;Appartement;26;2
4749;93059;26;;RUE;ALCIDE D ORBIGNY;55,44;Appartement;55;3
4750;93061;42;;RUE;STALINGRAD;39,60;Appartement;46;3
4751;93066;16;;RUE;DE LA CHARRONNERIE;55,64;Appartement;60;2
4752;94015;181;;BD;PASTEUR;67,93;Appartement;72;4
4753;94017;28;B;RUE;DE MUSSELBURGH;72,20;Appartement;69;4
4754;94019;71;;RUE;DU GAL DE GAULLE;19,07;Appartement;20;1
4755;94041;2;;PL;INSURRECTION D AOUT 1944;10,60;Appartement;46;3
4756;94041;18;;RUE;GASTON MONMOUSSEAU;67,86;Appartement;66;4
4757;94053;6;;RUE;RENE CASSIN;64,14;Appartement;65;3
4758;94053;8;T;RUE;SADI CARNOT;44,73;Appartement;44;2
4759;94058;2;;RUE;DU CANOTAGE;69,34;Appartement;70;3
4760;94060;38;;AV;DU MAINE;84,62;Maison;72;4
4761;94076;10;;AV;LOUIS ARAGON;37,00;Appartement;36;2
4762;94081;173;;RUE;GABRIEL PERI;65,69;Appartement;64;3
4763;95051;18;;AV;DE LA GARE;65,67;Appartement;66;3
4764;95127;66;;RUE;NATIONALE;12,10;Appartement;15;1
4765;95199;1;;ALL;DES CHATAIGNIERS;53,33;Appartement;52;3
4766;95219;88;;RUE;DU GROS NOYER;60,68;Appartement;60;3
4767;95252;2;;RUE;DE LA TOUR;48,30;Appartement;46;2
4768;95369;7;;AV;GEORGES POMPIDOU;26,22;Appartement;26;1
4769;95394;46;;RUE;DE PONTOISE;28,04;Appartement;30;2
4770;95424;3;B;RUE;AUGUSTE RENOIR;61,42;Appartement;61;3
4771;95480;65;;ALL;CLAUDE DEBUSSY;107,81;Maison;75;4
4772;95555;74;;RUE;DU GENERAL LECLERC;44,45;Appartement;44;2
4773;95563;2;;RUE;DE L ERMITAGE;31,42;Appartement;47;1
4774;95607;1;;CHE;DE TAVERNY A BETHEMONT;103,74;Appartement;101;5
4775;972231;5070;F;;ANSE MITAN;20,55;Appartement;20;1
4776;972231;6;;RUE;DE LA CARANGUE;67,85;Appartement;61;4
4777;01004;59;;RUE;ALEXANDRE BERARD;164,87;Appartement;143;6
4778;01160;80;;RUE;DE MEYRIN;63,58;Appartement;63;3
4779;01160;84;;RUE;DE MEYRIN;63,45;Appartement;63;3
4780;01173;812;;RUE;DES VERTES CAMPAGNES;164,18;Maison;160;6
4781;06018;305;;AV;SAINT PHILIPPE;41,00;Appartement;40;2
4782;06027;6;;AV;DES CHENES;28,56;Appartement;26;1
4783;06030;7;;RUE;COLONEL MATTEI;3,27;Appartement;84;4
4784;06083;36;;RUE;VAL DES CASTAGNINS;56,01;Appartement;55;2
4785;06084;118;;CHE;DU LAC;96,43;Maison;102;4
4786;06088;4;;RUE;BARLA;90,10;Appartement;91;3
4787;06123;721;;AV;DES PUGETS;35,14;Appartement;35;2
4788;06159;64;B;BD;DE LA CORNE D OR;88,05;Appartement;65;2
4789;11145;126;;AV;P BROSSOLETTE ST PIERRE;42,46;Appartement;60;3
4790;11266;126;;RUE;MALAKOFF;56,98;Appartement;57;3
4791;11266;17;;RES;L'ECRIN DU SUD RUE H PUJOL;64,23;Maison;55;3
4792;13005;25;;RUE;DOMERGUE;43,51;Appartement;44;1
4793;13016;5015;;;LA BOUILLADISSE;25,02;Appartement;40;3
4794;13022;9001;;RES;LE CORAIL;34,37;Appartement;37;1
4795;13075;5;;RUE;JEAN BAPTISTE MICHEL;79,10;Appartement;68;4
4796;13201;7;;CRS;JEAN BALLARD;115,49;Appartement;93;4
4797;13202;13;;RUE;PLUMIER;47,59;Appartement;51;2
4798;13203;11;;RUE;HENRI AUZIAS;27,86;Appartement;33;2
4799;13204;116;;BD;BLANCARDE;39,75;Appartement;42;1
4800;13204;34;;RUE;HENRI JURAMY;38,09;Appartement;36;1
4801;13205;2;;RUE;VITALIS;60,15;Appartement;60;3
4802;13207;288;;RUE;D ENDOUME;60,16;Appartement;75;3
4803;13207;39;;RUE;CESAR ALEMAN;36,40;Appartement;37;1
4804;13207;5;;RUE;PAUL CODACCIONI;44,85;Appartement;43;3
4805;13209;121;;BD;PAUL CLAUDEL;56,10;Appartement;56;3
4806;13209;65;;BD;LEI ROURE;161,39;Maison;160;6
4807;13213;6;B;RUE;SAINT GEORGES;33,35;Appartement;31;1
4808;13216;19;;BD;ALBIN BANDINI;62,12;Maison;54;3
4809;14715;32;;RUE;DU MANOIR;24,23;Appartement;24;1
4810;16374;17;;CHE;D ENTREROCHES;78,61;Maison;75;4
4811;17028;7;;PL;DE LA REPUBLIQUE;15,90;Appartement;16;1
4812;19031;10;;AV;ALSACE LORRAINE;70,10;Appartement;99;3
4813;19031;3;;AV;DU 11 NOVEMBRE 1918;104,00;Appartement;104;4
4814;22050;9;;RUE;DES PRESSOIRS;80,78;Appartement;76;4
4815;25056;144;C;RUE;DE BELFORT;52,48;Appartement;51;3
4816;26198;1;;RUE;CHARTROUSE;54,93;Appartement;54;3
4817;26362;84;;AV;DE ROMANS;27,88;Appartement;27;1
4818;26362;14;;RUE;JEAN LOUIS BARRAULT;19,03;Appartement;20;1
4819;26362;105;;RUE;DES ALPES;73,82;Appartement;73;3
4820;26362;377;;AV;VICTOR HUGO;67,38;Appartement;67;3
4821;28085;14;;RUE;AU LAIT;67,13;Appartement;67;3
4822;2A200;5091;;;PALNECA;54,99;Appartement;56;2
4823;30321;8;;RUE;DE LA MAZERE;42,30;Appartement;48;2
4824;31555;66;;RUE;LOUIS VITET;93,43;Appartement;90;3
4825;33039;14;;RUE;DES DORIS;44,74;Appartement;45;2
4826;33051;3;;ALL;MAURICE LAFON;39,88;Appartement;40;2
4827;33063;329;;RUE;DE BEGLES;29,39;Appartement;30;1
4828;33097;;;VGE;ARTS ET VIE;51,89;Appartement;56;4
4829;33162;4;;RUE;DES FLEURS;87,87;Maison;68;4
4830;33236;106;;AV;DE LA VIGNE CAP FERRET;88,26;Maison;90;5
4831;33498;20;;;CHATEAU DE SALLES;61,32;Maison;80;3
4832;33522;211;;AV;VIEILLE TOUR;32,73;Appartement;34;2
4833;34128;4;;PL;DE L EGLISE;35,81;Appartement;35;2
4834;34301;220;;AV;JEAN MONNET;18,73;Appartement;19;1
4835;34333;9045;F;RES;LES CABROLS;27,65;Maison;33;3
4836;35012;26;;RUE;DE LA CROIX DE PIERRE;44,79;Appartement;45;2
4837;35037;2;;RUE;DE SAINT THURIAL;19,74;Appartement;25;1
4838;35051;10;;RUE;DE LA RIVIERE;83,67;Appartement;83;4
4839;35238;8;;BD;D ANJOU;81,10;Appartement;74;4
4840;35238;43;;AV;DU HAUT SANCE;39,15;Appartement;39;2
4841;37195;31;B;RUE;SIMON VAUQUIER;66,95;Appartement;68;3
4842;37233;2;;IMP;HOCHE;36,26;Appartement;35;2
4843;37261;16;;RUE;DE LA CALIFORNIE;31,00;Appartement;20;1
4844;38185;104;;CRS;BERRIAT;32,44;Appartement;31;1
4845;38185;10;;SQ;DES FUSILLES;69,34;Appartement;68;4
4846;38229;16;;AV;DE LA PLAINE FLEURIE;53,23;Appartement;53;3
4847;38253;34;;RTE;DU PETIT PLAN;25,69;Appartement;26;2
4848;38416;2;;AV;JULES DAVID;61,92;Appartement;61;3
4849;40001;29;;RUE;PAUL DUTHIL;91,00;Appartement;80;3
4850;40133;2;;IMP;DE HILLO;41,36;Appartement;41;2
4851;40224;11;;RUE;D'ASPREMONT;55,46;Appartement;56;3
4852;40273;1;;PL;JEAN RAMEAU;38,31;Appartement;53;2
4853;40279;201;;RUE;DES FAUVETTES;43,90;Appartement;47;2
4854;40310;59;;RES;PINADA DEL MAR I;35,12;Appartement;26;2
4855;42095;33;B;RUE;TREMOLLET;81,51;Appartement;82;3
4856;42147;8;;RUE;NOTRE DAME;28,36;Appartement;28;2
4857;42275;3;;RUE;JEAN GUITTON;84,29;Appartement;89;4
4858;44013;12;B;AV;DE LA GARE;77,53;Appartement;84;5
4859;44190;13;;ALL;DE L ERDRE;75,90;Appartement;76;4
4860;45234;6;;BD;DE QUEBEC;64,08;Appartement;63;3
4861;45282;157;;RUE;AUX CHATS;44,40;Appartement;45;2
4862;47001;4;;IMP;DARNALT;42,78;Appartement;42;2
4863;47001;9002;;IMP;DE ST ARNAUD;67,95;Appartement;67;3
4864;49007;18;;AV;GEN PATTON;25,61;Appartement;24;1
4865;49246;15;;AV;DE LA CHESNAIE;74,30;Appartement;74;4
4866;50502;5;;PL;NOTRE DAME;12,40;Appartement;21;1
4867;51108;5;;AV;DU MONT HERY;50,25;Appartement;51;2
4868;54323;4;B;RUE;DE TURENNE;34,72;Appartement;50;2
4869;54395;68;;AV;GENERAL LECLERC;111,63;Maison;105;5
4870;54395;8;;RUE;DE L OCTROI;56,31;Appartement;54;2
4871;54493;18;;RUE;DU KLOPP;85,59;Maison;77;4
4872;54578;48;;RUE;CHARLES OUDILLE;52,83;Appartement;52;2
4873;56078;2;;RUE;CAPITAINE QUILLIEN;35,43;Appartement;45;3
4874;56186;10;;RUE;DU FORT NEUF;42,71;Appartement;25;1
4875;59009;11;;RUE;RONSARD;80,03;Appartement;61;3
4876;59350;156;;RUE;DE DOUAI;37,11;Appartement;37;1
4877;59368;47;;RUE;DU MARECHAL FOCH;72,30;Appartement;65;2
4878;59378;18;B;RUE;DE L EGALITE;42,76;Appartement;47;2
4879;59392;1;;RUE;DE MAIRIEUX;28,98;Appartement;29;1
4880;59410;6;;AV;DU CHANCELIER ADENAUER;53,93;Appartement;55;2
4881;60141;109;;RUE;DU CONNETABLE;89,45;Appartement;89;4
4882;60159;33;;RUE;DES DOMELIERS;10,83;Appartement;12;1
4883;60238;2;B;RUE;MOLIERE;30,30;Appartement;31;1
4884;62193;155;D;AV;RAYMOND POINCARE;21,86;Appartement;21;1
4885;62765;16;;RUE;LOUIS MARTEL;114,38;Appartement;128;4
4886;63103;29;;RUE;DU CHATEAU;46,50;Appartement;47;3
4887;69259;14;;RUE;BELA BARTOK;64,27;Appartement;64;3
4888;69259;16;;RUE;GEORGES LYVET;49,60;Appartement;50;2
4889;69271;7;;AV;DU PROGRES;49,68;Appartement;48;3
4890;69290;30;;RUE;COLETTE;66,62;Appartement;66;3
4891;69381;1;;PL;CROIX PAQUET;104,27;Appartement;104;4
4892;69384;2;C;RUE;DUMONT D URVILLE;62,00;Appartement;70;3
4893;69385;106;;RUE;PIERRE VALDO;70,09;Appartement;69;4
4894;69386;17;;RUE;LAURENT VIBERT;91,10;Appartement;90;4
4895;69389;35;;QUAI;JAYR;23,07;Appartement;22;1
4896;72181;2;;RUE;ALCIDE DE GASPERI;56,10;Appartement;53;2
4897;74010;68;;RUE;DES PAQUERETTES;96,36;Maison;95;4
4898;74042;110;;ALL;CARDUCCI;38,67;Appartement;38;2
4899;74136;7030;;RTE;DU CHINAILLON;47,23;Appartement;48;3
4900;74173;64;;RUE;AMBROISE MARTIN;86,79;Appartement;90;3
4901;74173;37;;RTE;DU TELEPHERIQUE;44,95;Appartement;45;2
4902;74256;247;;RUE;EMMA LANCHE;69,41;Appartement;70;3
4903;75103;51;;BD;BEAUMARCHAIS;10,75;Appartement;10;1
4904;75104;4;;RUE;MORNAY;24,88;Appartement;28;2
4905;75106;4;;RUE;FEROU;59,79;Appartement;63;2
4906;75107;11;;RUE;OUDINOT;15,38;Appartement;14;1
4907;75107;16;;RUE;COGNACQ JAY;214,53;Appartement;219;6
4908;75108;235;;RUE;DU FAUBOURG SAINT HONORE;59,54;Appartement;43;1
4909;75108;41;;RUE;DE COURCELLES;81,81;Appartement;85;2
4910;75108;6;;RUE;ST PHILIPPE DU ROULE;201,48;Appartement;200;7
4911;75109;31;;RUE;LA BRUYERE;64,01;Appartement;59;2
4912;75109;75;;RUE;TAITBOUT;27,32;Appartement;38;1
4913;75109;9;;RUE;RODIER;33,26;Appartement;33;2
4914;75111;2;;RUE;DES GONCOURT;10,05;Appartement;10;1
4915;75111;53;;AV;PARMENTIER;52,35;Appartement;51;2
4916;75111;5;;RUE;CAMILLE DESMOULINS;47,13;Appartement;47;2
4917;75112;15;;RUE;ERNEST LACOSTE;51,04;Appartement;48;3
4918;75112;6;;RUE;DES FONDS VERTS;27,30;Appartement;27;1
4919;75112;15;;RUE;DE COTTE;51,16;Appartement;52;3
4920;75113;3;;RUE;DE POUY;26,56;Appartement;25;1
4921;75114;65;;RUE;HALLE;26,42;Appartement;27;2
4922;75114;3;;RUE;SEVERO;24,64;Appartement;25;1
4923;75115;31;;RUE;LABROUSTE;41,52;Appartement;45;2
4924;75115;254;;RUE;DE VAUGIRARD;14,84;Appartement;14;1
4925;75116;34;;RUE;DOCTEUR BLANCHE;128,02;Appartement;127;5
4926;75116;27;;AV;DE LAMBALLE;143,85;Appartement;120;5
4927;75116;5;;AV;FREMIET;133,19;Appartement;127;5
4928;75117;15;;RUE;D HELIOPOLIS;19,82;Appartement;20;1
4929;75117;124;;RUE;LEGENDRE;122,46;Appartement;105;5
4930;75118;52;;RUE;ORDENER;41,54;Appartement;35;3
4931;75118;7;;PL;CHARLES DULLIN;78,30;Appartement;76;3
4932;75118;7;;RUE;BUZELIN;26,61;Appartement;28;2
4933;75120;231;;RUE;DES PYRENEES;41,03;Appartement;41;2
4934;76217;2;;PL;LOUIS VITET;41,61;Appartement;41;2
4935;76410;3;;RUE;JOSEPH DELATTRE;27,77;Appartement;28;1
4936;77018;9;;RUE;DES FRICHES;82,34;Maison;79;4
4937;77083;4;;MAIL;DES TILLEULS;94,36;Appartement;88;4
4938;77192;35;;AV;DU GENERAL DE GAULLE;34,31;Appartement;33;2
4939;77268;27;;RUE;DU MOULIN A VENT;79,50;Appartement;94;4
4940;77268;6;;RUE;DE L EPINETTE;39,72;Appartement;39;2
4941;77268;31;;RUE;DE L EPINETTE;63,16;Appartement;63;3
4942;77373;37;;RUE;ALFRED DE MUSSET;160,18;Maison;176;7
4943;77382;64;;RUE;CARNOT;66,23;Appartement;75;3
4944;78029;26;;AV;DE LA DIVISION LECLERC;45,25;Appartement;53;2
4945;78165;2;;RES;LES FOUGERES;82,01;Appartement;83;5
4946;78262;13;;RUE;DES CHEVREFEUILLES;106,06;Maison;105;5
4947;78311;53;;RUE;ALEXANDRE DUMAS;52,19;Maison;48;3
4948;78361;21;;RUE;MARIE LAURENCIN;83,33;Appartement;82;4
4949;78517;75;;AV;DU MARECHAL LECLERC;61,52;Appartement;64;3
4950;78537;48;;RUE;BASSE;18,00;Appartement;36;1
4951;78545;1;;RUE;MAL DE LATTRE DE TASSIGNY;61,70;Appartement;61;3
4952;78586;4;;ALL;OCTAVE MIRBEAU;95,99;Appartement;99;5
4953;78646;53;;AV;DES ETATS UNIS;66,03;Appartement;85;4
4954;78686;6;;RUE;CARNOT;31,73;Appartement;31;2
4955;79191;9;;RUE;ALPHONSE DAUDET;67,52;Appartement;64;3
4956;82121;745;;CC;DE LA MARGUE;25,68;Appartement;26;1
4957;83009;350;;AV;DU 11 NOVEMBRE 1918;39,10;Appartement;40;2
4958;83062;70;;RUE;MARC DELAGE;68,09;Appartement;65;4
4959;83069;35;B;RUE;BOURGNEUF;72,31;Appartement;77;4
4960;83069;30;;AV;DES ILES D OR;17,18;Appartement;18;1
4961;83069;11;;RUE;DOCTEUR ZAMENHOF;53,52;Appartement;50;2
4962;83069;34;;AV;FAUVETTES MT DES OISEAUX;33,64;Appartement;32;1
4963;83069;111;;ALL;PRINCE EDOUARD;73,29;Appartement;73;4
4964;83103;61;;RUE;MARECHAL FOCH;43,88;Appartement;41;2
4965;83118;32;;MTE;HENRI CHRISTINE;31,76;Appartement;31;1
4966;83126;289;;CC;119 DIT DU VIEUX REYNIER;64,54;Appartement;64;3
4967;83126;75;;AV;JEAN MOULIN;62,70;Appartement;58;2
4968;83126;253;;RUE;JB MATTEI;14,86;Appartement;15;1
4969;83129;122;;AV;JOSEPH RAYNAUD;24,50;Appartement;25;1
4970;83137;661;;BD;MARECHAL JOFFRE;25,55;Appartement;25;1
4971;83153;70;;ALL;DES RESIDENCES DU PORT;49,85;Appartement;49;2
4972;84007;7;;IMP;DE L EPI;17,70;Appartement;18;1
4973;84129;272;;RUE;DU RONQUET;69,71;Appartement;72;3
4974;85194;21;;RUE;BERNICOT;31,94;Appartement;24;2
4975;86194;62;;RUE;DE LA TRANCHEE;45,39;Appartement;43;2
4976;88126;951;;RUE;DE LA GARE;126,17;Appartement;92;5
4977;88160;8;;CHE;DES PATIENTS;41,50;Appartement;41;1
4978;88196;14;;CHE;DU PETIT PARIS;38,46;Appartement;58;3
4979;88516;80;;AV;BOULOUMIE;31,19;Appartement;20;1
4980;91021;11;;RUE;VICTOR HUGO;28,92;Appartement;26;2
4981;91027;19;;RUE;G  ANTHONIOZ-DE GAULLE;55,81;Appartement;55;3
4982;91027;12;;AV;DE LA REPUBLIQUE;58,50;Appartement;59;2
4983;91044;34;;RUE;DES JARDINS;107,66;Maison;108;4
4984;91103;10;;AV;DU COLONEL ROZANOFF;49,84;Appartement;48;2
4985;91103;8;;RUE;LEON BLUM;27,26;Appartement;27;2
4986;91228;25;;RUE;DE L'ESSONNE;74,00;Maison;76;4
4987;91458;5082;;RUE;DU BOIS CLAIR;72,22;Appartement;69;4
4988;91477;9001;;PARC;D ARDENAY;57,17;Appartement;56;3
4989;91521;9001;;FRM;DU TEMPLE;58,71;Appartement;52;3
4990;91570;32;;AV;DE BRETIGNY;78,06;Appartement;76;4
4991;91657;22;;RUE;DES ARBOUSIERS;60,10;Maison;60;3
4992;92002;9;;RUE;DES MARCHAIS;44,95;Appartement;82;4
4993;92004;209;;RUE;DU MENIL;72,05;Appartement;74;3
4994;92004;39;;RUE;DIDEROT;30,65;Appartement;31;2
4995;92012;13;;RUE;MICHELET;112,11;Appartement;111;4
4996;92012;221;;RUE;GALLIENI;37,07;Appartement;45;2
4997;92025;108;;BD;DE VALMY;56,09;Appartement;57;3
4998;92036;12;;RUE;JULES DUMIEN;87,94;Appartement;88;4
4999;92044;38;;RUE;ERNEST COGNACQ;23,92;Appartement;23;1
5000;92044;3;;RUE;LOUISE MICHEL;44,98;Appartement;44;3
5001;92048;54;;ALL;DE LA FORET;55,74;Appartement;55;3
5002;92050;7;;AV;VLADIMIR ILITCH LENINE;42,00;Appartement;46;2
5003;92063;44;;RUE;PEREIRE;56,20;Appartement;59;3
5004;92063;24;;RUE;DES TALUS;76,92;Maison;80;4
5005;92063;4;;RUE;RACINE;28,45;Appartement;28;1
5006;92064;12;;RUE;DE LA PORTE JAUNE;71,99;Appartement;72;3
5007;92073;22;;RUE;CLUSERET;40,06;Appartement;41;2
5008;92073;39;;RTE;FUSILLES RESISTANCE;44,23;Appartement;44;2
5009;92073;33;;RUE;VOLTAIRE;38,01;Appartement;37;3
5010;92073;27;;RUE;EMILE DUCLAUX;21,39;Appartement;21;1
5011;92075;4;;AV;VICTOR BASCH;56,21;Appartement;54;3
5012;92076;1;;RUE;DES FONDS HUGUENOTS;52,91;Appartement;32;3
5013;93008;22;;RUE;DE L UNION;24,30;Appartement;26;1
5014;93010;3;B;RUE;DE LA FRATERNITE;55,56;Appartement;53;3
5015;93029;123;;RUE;SADI CARNOT;67,06;Appartement;67;3
5016;93029;103;;RUE;DE LA REPUBLIQUE;73,31;Appartement;72;5
5017;93031;27;;RUE;DES ECONDEAUX;103,46;Appartement;103;5
5018;93045;43;;BD;DE LA LIBERTE;31,49;Appartement;32;2
5019;93046;63;;AV;PAUL BERT;31,48;Appartement;32;1
5020;93048;12;;RUE;MARCEL SEMBAT;14,75;Appartement;20;1
5021;93048;131;;RUE;DE PARIS;48,34;Appartement;52;3
5022;93048;116;;RUE;DE LAGNY;21,63;Appartement;20;1
5023;93048;13;;RUE;DES ORMES;83,49;Appartement;83;4
5024;93049;2;;RUE;PAUL CORLIN;46,68;Appartement;46;2
5025;93053;121;;RUE;ANATOLE FRANCE;44,52;Appartement;46;3
5026;93055;50;;RUE;HOCHE;66,90;Appartement;68;3
5027;93055;5;;RUE;THEOPHILE LEDUCQ;41,64;Appartement;38;2
5028;93061;152;;AV;DU BELVEDERE;51,40;Appartement;47;2
5029;93062;57;;ALL;JARDIN ANGLAIS;66,14;Appartement;60;3
5030;93066;14;;RUE;DES URSULINES;24,23;Appartement;22;2
5031;93066;20;;RUE;DE LA REPUBLIQUE;22,17;Appartement;23;1
5032;93070;7;;RUE;BAUDIN;37,72;Appartement;36;2
5033;94002;2;;RUE;BABEUF;81,25;Appartement;82;4
5034;94004;22;;AV;DU GAL LECLERC;67,75;Appartement;67;3
5035;94018;137;;RUE;DE PARIS;38,40;Appartement;40;2
5036;94018;7;T;AV;STINVILLE;96,48;Appartement;96;4
5037;94028;9;B;RUE;DU GAL DE LACHARRIERE;76,81;Appartement;78;3
5038;94042;12;;RUE;VAUTIER;56,00;Appartement;56;3
5039;94058;3;B;RUE;DE L ORAGE;22,54;Appartement;25;1
5040;94059;111;;AV;DE LA MARECHALE;65,05;Appartement;65;3
5041;94059;2;;AV;DEGUILHEM;44,84;Appartement;44;2
5042;94069;53;;RUE;DU VAL D OSNE;50,43;Appartement;49;3
5043;94073;20;;RUE;ADRIEN TESSIER;95,39;Appartement;89;4
5044;94078;5;;PL;SOLFERINO;10,90;Appartement;9;1
5045;94080;2;;PL;DIDEROT;50,03;Appartement;52;3
5046;94081;31;;RUE;PAUL BERT;41,27;Appartement;40;2
5047;95199;71;;RES;DOMONT VILLAGE;117,30;Maison;94;4
5048;95306;59;;RUE;DE CHANTEPUITS;38,90;Appartement;37;2
5049;95452;3;;AV;DE VERDUN;38,47;Appartement;39;2
5050;95500;15;;RUE;DE L EPERON;24,35;Appartement;21;1
5051;95500;5;;RUE;DES ETANNETS;27,90;Appartement;28;2
5052;95585;5;;AV;PAUL CEZANNE;28,24;Appartement;28;1
5053;95612;1;;AV;DU CHATEAU;44,81;Appartement;44;2
5054;972229;5718;F;RES;CAMPUS VICTOR SCHOELCHER;34,73;Appartement;35;2
5055;01354;53;;ALL;DES PRUNUS;165,92;Appartement;166;5
5056;01354;132;;ALL;DES HETRES;131,91;Appartement;133;4
5057;04019;6;;RUE;ANDRE HONNORAT;58,96;Appartement;60;3
5058;04070;25;;AV;FRANCOIS CUZIN;51,42;Appartement;51;2
5059;04086;24;;LOT;LOTISSEMENT DU BERARD;60,66;Appartement;52;3
5060;05070;6374;;;RAVEL;46,78;Appartement;46;2
